,Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Roughness,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width,imgpaths,class
3001,580,138.31,150.87,0.72,1102.4,1389.53,1223.62,0.2752,1,1,1133,883,0.46,0.6,0.85,1.67,54.4,0.9,2020-11-11,13.27,16.46,45.18,120.31,2.91,70.0,5.0,0.17,0.85,0.0,0.34,22.84,7.84,campanian_11nov_5_fc80_20x_000008.tif,77,60,87,578,83.52,19.49,1,61.35,1.69,20.3,2638,0.0,8,0.0,168.22,182328.0,0.48,13:38:04,2020-11-11T12:38:04.745,0.19,1223.621,2335.492,12.32,train/camp_11nov_5_fc80_20x_580.png,0
3005,584,430.68,474.32,0.22,2123.18,4168.65,6723.43,0.2752,1,1,178,285,0.0,0.15,0.37,6.9,133.58,0.76,2020-11-11,23.42,41.65,46.23,121.26,19.61,65.0,-15.0,0.63,0.61,0.0,0.05,101.31,5.17,campanian_11nov_5_fc80_20x_000008.tif,222,112,263,578,81.85,62.25,1,212.95,2.37,31.31,2659,0.0,12,0.0,55479.1,516012.0,0.47,13:38:05,2020-11-11T12:38:05.700,0.44,6723.431,37826.35,15.72,train/camp_11nov_5_fc80_20x_584.png,0
3008,587,320.53,418.67,0.9,2284.87,9417.05,4316.78,0.2752,1,1,127,142,0.0,0.23,0.75,4.44,103.7,0.67,2020-11-11,20.2,32.14,39.19,121.59,11.86,-5.0,-70.0,0.99,0.5,0.0,0.08,74.26,6.26,campanian_11nov_5_fc80_20x_000008.tif,122,149,448,578,89.68,37.23,1,161.03,2.4,27.9,2666,0.0,18,0.0,987.37,427494.0,0.25,13:38:06,2020-11-11T12:38:06.019,0.37,4316.781,17389.43,25.75,train/camp_11nov_5_fc80_20x_587.png,0
3018,597,100.47,155.05,0.63,1178.44,1158.07,757.55,0.2752,1,1,672,665,0.52,0.61,0.88,1.63,51.72,0.94,2020-11-11,11.31,15.61,75.54,122.21,2.75,-75.0,25.0,0.2,0.83,0.0,0.36,22.46,8.17,campanian_11nov_5_fc80_20x_000008.tif,81,64,1028,578,94.49,18.66,1,61.27,2.21,30.13,2680,55.11,3,0.0,1104.29,154299.0,0.66,13:38:06,2020-11-11T12:38:06.653,0.28,757.5544,1991.03,11.49,train/camp_11nov_5_fc80_20x_597.png,0
3034,613,105.73,108.4,0.61,654.49,665.02,817.85,0.2752,1,1,1052,786,0.53,0.56,0.86,1.8,44.33,0.94,2020-11-11,11.6,13.26,62.77,126.67,3.35,-40.0,60.0,0.26,0.79,0.0,0.3,21.06,6.29,campanian_11nov_5_fc80_20x_000008.tif,59,66,541,802,89.87,16.65,1,54.69,1.37,31.31,2778,0.0,2,0.0,334.85,153677.0,0.7,13:38:11,2020-11-11T12:38:11.110,0.12,817.8498,1220.385,9.75,train/camp_11nov_5_fc80_20x_613.png,0
3048,627,372.66,431.68,0.74,2227.37,8707.0,5411.73,0.2752,1,1,721,664,0.0,0.2,0.73,5.0,101.08,0.74,2020-11-11,21.78,31.31,41.53,129.72,13.62,85.0,-5.0,1.29,0.44,0.0,0.07,80.73,5.93,campanian_11nov_5_fc80_20x_000008.tif,142,102,1120,802,96.75,35.31,1,173.32,2.57,19.62,2845,0.0,9,0.0,7864.99,531742.0,0.34,13:38:14,2020-11-11T12:38:14.155,0.3,5411.731,16070.4,22.61,train/camp_11nov_5_fc80_20x_627.png,0
3051,630,698.22,854.22,0.72,9307.08,17323.3,13878.84,0.2752,1,1,844,823,0.41,0.41,0.9,2.46,116.94,0.93,2020-11-11,29.82,36.36,39.96,130.57,5.54,0.0,70.0,0.66,0.6,0.0,0.18,71.36,12.89,campanian_11nov_5_fc80_20x_000009.tif,135,171,43,0,96.12,43.07,1,168.49,3.06,24.64,2864,8466.03,3,0.0,3604.45,961310.0,0.57,13:38:15,2020-11-11T12:38:15.020,0.18,13878.84,25160.57,29.81,train/camp_11nov_5_fc80_20x_630.png,0
3053,632,260.55,269.13,0.19,728.99,4131.62,3163.72,0.2752,1,1,1220,728,0.0,0.09,0.18,11.27,133.33,0.49,2020-11-11,18.21,41.57,56.08,130.85,33.37,-80.0,5.0,0.63,0.61,0.0,0.03,101.11,3.03,campanian_11nov_5_fc80_20x_000009.tif,232,60,259,0,86.73,61.86,1,208.28,1.73,28.61,2870,0.0,6,0.0,302.56,340348.0,0.44,13:38:15,2020-11-11T12:38:15.292,0.56,3163.719,37613.41,13.49,train/camp_11nov_5_fc80_20x_632.png,0
3060,639,817.88,842.98,0.38,9618.98,11551.24,17595.37,0.2752,1,1,785,535,0.06,0.44,0.64,2.29,131.91,0.94,2020-11-11,32.27,41.12,51.3,131.81,4.99,-80.0,0.0,0.2,0.83,0.0,0.2,67.31,13.49,campanian_11nov_5_fc80_20x_000009.tif,214,92,709,0,90.29,55.87,1,161.59,1.8,36.04,2891,11341.25,4,0.0,626.29,1051380.0,0.71,13:38:16,2020-11-11T12:38:16.248,0.22,17595.37,36393.77,21.33,train/camp_11nov_5_fc80_20x_639.png,0
3063,642,411.77,2438.43,0.75,66304.43,88797.06,6285.58,0.2752,1,1,844,143,0.46,0.66,0.88,1.51,200.28,0.95,2020-11-11,22.9,62.87,58.48,132.49,2.32,-80.0,20.0,0.03,0.98,0.0,0.43,76.91,33.13,campanian_11nov_5_fc80_20x_000009.tif,283,226,897,0,111.17,75.0,1,220.07,2.46,26.56,2906,76094.23,5,0.0,2679.64,671553.0,0.61,13:38:16,2020-11-11T12:38:16.928,0.64,6285.577,130093.4,52.85,train/camp_11nov_5_fc80_20x_642.png,0
3077,656,594.41,1076.22,0.5,13795.21,23388.84,10901.54,0.2752,1,1,1096,354,0.15,0.44,0.69,2.27,150.44,0.82,2020-11-11,27.51,47.01,61.91,135.53,4.92,-75.0,30.0,0.28,0.78,0.0,0.2,75.22,15.28,campanian_11nov_5_fc80_20x_000009.tif,220,164,428,285,85.55,58.72,1,181.0,3.06,27.99,2973,0.0,14,0.0,1153.3,733238.0,0.4,13:38:19,2020-11-11T12:38:19.973,0.41,10901.54,54406.59,34.34,train/camp_11nov_5_fc80_20x_656.png,0
3091,670,204.39,204.39,0.38,404.3,5002.82,2198.12,0.2752,1,1,161,881,0.0,0.06,0.29,16.63,92.91,0.51,2020-11-11,16.13,28.71,38.24,137.39,50.22,-20.0,65.0,1.7,0.37,0.0,0.02,109.09,2.17,campanian_11nov_5_fc80_20x_000009.tif,79,153,1102,285,104.04,40.46,1,222.53,2.38,27.97,3014,0.0,15,0.0,874.73,325531.0,0.44,13:38:21,2020-11-11T12:38:21.835,0.44,2198.122,12393.74,15.11,train/camp_11nov_5_fc80_20x_670.png,0
3092,671,488.46,558.56,0.6,5607.69,8126.74,8120.88,0.2752,1,1,609,780,0.46,0.47,0.84,2.14,99.38,0.91,2020-11-11,24.94,30.77,50.77,137.53,4.49,5.0,75.0,0.45,0.69,0.0,0.22,52.4,11.67,campanian_11nov_5_fc80_20x_000009.tif,103,146,0,507,77.98,36.19,1,128.14,2.32,36.21,3017,5193.24,3,0.0,517.6,554095.0,0.64,13:38:21,2020-11-11T12:38:21.976,0.19,8120.877,15254.65,21.12,train/camp_11nov_5_fc80_20x_671.png,0
3098,677,78.62,115.81,0.53,672.35,736.61,524.41,0.2752,1,1,907,304,0.39,0.52,0.77,1.93,48.52,0.94,2020-11-11,10.01,14.59,73.73,138.81,3.8,-30.0,65.0,0.22,0.82,0.0,0.26,23.11,6.09,campanian_11nov_5_fc80_20x_000009.tif,62,76,330,507,102.64,18.87,1,58.38,1.99,27.98,3045,1028.47,0,0.0,0.0,134562.0,0.6,13:38:23,2020-11-11T12:38:23.248,0.31,524.4138,1625.814,9.89,train/camp_11nov_5_fc80_20x_677.png,0
3100,679,1811.4,2446.66,0.57,23607.09,80044.43,57994.24,0.2752,1,1,1099,183,0.0,0.15,0.77,6.54,213.06,0.88,2020-11-11,48.02,66.93,48.61,139.03,18.49,60.0,0.0,1.78,0.36,0.0,0.05,217.43,11.76,campanian_11nov_5_fc80_20x_000009.tif,273,181,448,507,92.22,78.33,1,458.37,7.03,23.28,3050,0.0,94,0.0,48775.03,2321015.0,0.32,13:38:23,2020-11-11T12:38:23.472,0.28,57994.24,157007.5,47.2,train/camp_11nov_5_fc80_20x_679.png,0
3105,684,171.5,186.41,0.5,623.14,3104.4,1689.58,0.2752,1,1,969,775,0.0,0.17,0.47,5.87,76.42,0.62,2020-11-11,14.78,23.47,33.21,139.5,16.36,80.0,10.0,1.1,0.48,0.0,0.06,59.67,3.65,campanian_11nov_5_fc80_20x_000009.tif,117,73,815,507,106.53,28.43,1,126.64,2.12,21.09,3060,328.8,4,0.0,852.14,283358.0,0.34,13:38:23,2020-11-11T12:38:23.930,0.37,1689.58,6765.263,15.52,train/camp_11nov_5_fc80_20x_684.png,0
3110,689,858.45,1010.59,0.66,15546.4,20930.41,18920.69,0.2752,1,1,1058,204,0.46,0.57,0.87,1.76,131.62,0.92,2020-11-11,33.06,41.03,69.97,140.07,3.23,85.0,-25.0,0.16,0.86,0.0,0.31,59.1,18.3,campanian_11nov_5_fc80_20x_000009.tif,200,140,1059,507,91.22,51.09,1,154.8,3.15,32.11,3073,15267.96,6,0.0,1504.04,1112916.0,0.72,13:38:24,2020-11-11T12:38:24.518,0.19,18920.69,36153.4,33.19,train/camp_11nov_5_fc80_20x_689.png,0
3111,690,1067.94,1461.54,0.76,17000.23,40198.36,26253.19,0.2752,1,1,484,790,0.28,0.31,0.9,3.19,160.77,0.91,2020-11-11,36.87,50.3,38.46,140.07,7.9,45.0,-25.0,0.74,0.58,0.0,0.13,110.52,13.99,campanian_11nov_5_fc80_20x_000009.tif,170,192,0,782,94.57,63.64,1,249.02,5.35,20.57,3073,0.0,47,0.0,9354.7,1424540.0,0.43,13:38:24,2020-11-11T12:38:24.518,0.27,26253.19,66620.13,40.91,train/camp_11nov_5_fc80_20x_690.png,0
3112,691,420.32,422.84,0.48,2638.65,6286.21,6482.41,0.2752,1,1,720,25,0.0,0.28,0.63,3.58,100.52,0.82,2020-11-11,23.13,31.13,61.08,140.12,9.15,-50.0,40.0,0.64,0.61,0.0,0.11,65.52,7.16,campanian_11nov_5_fc80_20x_000009.tif,130,133,194,782,72.7,40.05,1,145.36,1.52,27.05,3074,4118.45,3,0.0,699.89,447830.0,0.2,13:38:24,2020-11-11T12:38:24.561,0.26,6482.414,15800.13,20.74,train/camp_11nov_5_fc80_20x_691.png,0
3113,692,223.69,523.19,0.58,6298.04,6914.04,2516.76,0.2752,1,1,1080,197,0.41,0.59,0.85,1.68,92.48,0.95,2020-11-11,16.88,28.57,63.29,140.12,2.95,-50.0,60.0,0.17,0.85,0.0,0.34,41.17,13.96,campanian_11nov_5_fc80_20x_000009.tif,116,123,329,782,91.05,35.15,1,110.26,2.27,25.28,3074,3468.41,1,0.0,3331.36,309836.0,0.68,13:38:24,2020-11-11T12:38:24.561,0.41,2516.755,12215.63,21.0,train/camp_11nov_5_fc80_20x_692.png,0
3114,693,410.55,477.93,0.63,6802.91,6465.81,6257.63,0.2752,1,1,1103,265,0.48,0.7,0.87,1.42,90.49,0.95,2020-11-11,22.86,27.94,63.68,140.17,1.95,-75.0,35.0,0.0,1.12,0.0,0.51,32.08,16.43,campanian_11nov_5_fc80_20x_000009.tif,140,97,454,782,76.21,35.82,1,97.02,2.33,24.25,3075,0.0,1,0.0,16158.5,459114.0,0.79,13:38:24,2020-11-11T12:38:24.608,0.18,6257.631,11421.26,21.97,train/camp_11nov_5_fc80_20x_693.png,0
3115,694,831.45,1896.77,0.47,27574.67,53077.58,18035.02,0.2752,1,1,1029,90,0.09,0.37,0.66,2.73,202.03,0.82,2020-11-11,32.54,63.42,50.03,140.21,6.43,45.0,-40.0,0.5,0.67,0.0,0.16,113.2,17.61,campanian_11nov_5_fc80_20x_000010.tif,276,241,0,0,102.37,75.51,1,261.62,3.62,29.93,3076,46579.86,9,0.0,1806.86,1210992.0,0.47,13:38:24,2020-11-11T12:38:24.652,0.49,18035.02,133575.7,42.04,train/camp_11nov_5_fc80_20x_694.png,0
3117,696,302.91,316.39,0.56,2441.32,3515.2,3965.93,0.2752,1,1,376,587,0.34,0.45,0.78,2.2,80.35,0.84,2020-11-11,19.64,24.71,44.32,140.31,4.69,-80.0,0.0,0.29,0.78,0.0,0.21,40.92,8.72,campanian_11nov_5_fc80_20x_000010.tif,128,75,292,0,72.55,31.75,1,99.27,1.58,20.91,3078,131.99,5,0.0,1831.49,327904.0,0.62,13:38:24,2020-11-11T12:38:24.743,0.21,3965.929,7904.539,16.65,train/camp_11nov_5_fc80_20x_696.png,0
3124,703,256.58,283.77,0.65,851.88,10047.38,3091.68,0.2752,1,1,1164,70,0.0,0.1,0.41,9.68,105.15,0.51,2020-11-11,18.07,32.6,55.03,141.54,28.37,45.0,-55.0,1.28,0.44,0.0,0.04,95.56,3.37,campanian_11nov_5_fc80_20x_000010.tif,123,116,610,0,93.55,41.85,1,197.86,2.38,24.88,3105,0.0,10,0.0,766.05,361860.0,0.47,13:38:25,2020-11-11T12:38:25.972,0.45,3091.684,18145.77,25.44,train/camp_11nov_5_fc80_20x_703.png,0
3131,710,102.18,105.39,0.34,200.53,1594.18,776.95,0.2752,1,1,151,467,0.0,0.09,0.28,11.16,73.09,0.45,2020-11-11,11.41,22.41,29.44,143.8,33.03,85.0,5.0,1.13,0.47,0.0,0.03,65.3,1.98,campanian_11nov_5_fc80_20x_000010.tif,126,62,998,0,96.97,30.71,1,134.56,1.94,22.89,3155,0.0,17,0.0,1942.36,160769.0,0.16,13:38:28,2020-11-11T12:38:28.246,0.49,776.9454,5889.067,12.04,train/camp_11nov_5_fc80_20x_710.png,0
3134,713,537.65,1110.52,0.52,17032.02,23018.17,9378.02,0.2752,1,1,1011,149,0.18,0.54,0.74,1.85,149.54,0.97,2020-11-11,26.16,46.73,61.93,144.3,3.54,-30.0,55.0,0.05,0.95,0.0,0.28,64.74,18.3,campanian_11nov_5_fc80_20x_000010.tif,176,209,0,278,78.27,61.57,1,166.08,2.16,30.26,3166,26048.43,2,0.0,148.81,609493.0,0.57,13:38:28,2020-11-11T12:38:28.748,0.44,9378.016,53416.88,29.81,train/camp_11nov_5_fc80_20x_713.png,0
3137,716,147.05,148.51,0.55,409.37,8540.73,1341.41,0.2752,1,1,998,881,0.18,0.14,0.22,7.09,85.06,0.38,2020-11-11,13.68,26.21,44.3,144.44,20.23,-35.0,90.0,0.94,0.52,0.0,0.05,59.74,2.95,campanian_11nov_5_fc80_20x_000010.tif,79,112,281,278,90.97,30.83,1,125.39,1.53,26.03,3169,0.0,3,0.0,6272.16,210043.0,0.43,13:38:28,2020-11-11T12:38:28.882,0.48,1341.411,9430.005,19.13,train/camp_11nov_5_fc80_20x_716.png,0
3138,717,318.31,320.81,0.9,587.02,89186.08,4272.17,0.2752,1,1,1073,775,0.24,0.04,0.14,27.52,155.05,0.23,2020-11-11,20.13,48.48,48.37,144.63,84.45,-55.0,0.0,2.29,0.3,0.0,0.01,174.68,2.07,campanian_11nov_5_fc80_20x_000010.tif,185,168,395,278,95.05,53.1,1,353.5,2.32,26.79,3173,0.0,15,0.0,25328.69,450168.0,0.41,13:38:29,2020-11-11T12:38:29.063,0.58,4272.173,59649.89,42.24,train/camp_11nov_5_fc80_20x_717.png,0
3142,721,232.66,278.01,0.36,2560.44,2054.79,2669.59,0.2752,1,1,1090,481,0.07,0.59,0.62,1.69,76.73,0.98,2020-11-11,17.21,23.56,72.74,145.35,2.96,90.0,5.0,0.0,1.06,0.0,0.34,30.59,10.32,campanian_11nov_5_fc80_20x_000010.tif,132,57,684,278,90.33,32.34,1,81.83,2.35,20.57,3189,0.0,9,0.0,2560.39,318851.0,0.69,13:38:29,2020-11-11T12:38:29.791,0.27,2669.59,6850.3,10.95,train/camp_11nov_5_fc80_20x_721.png,0
3143,722,365.64,369.51,0.45,3363.91,4212.02,5259.52,0.2752,1,1,170,304,0.12,0.52,0.67,1.94,89.64,0.88,2020-11-11,21.58,27.67,67.17,145.53,3.84,85.0,5.0,0.11,0.9,0.0,0.26,39.81,10.37,campanian_11nov_5_fc80_20x_000010.tif,145,75,743,278,57.75,36.01,1,100.36,1.27,27.53,3193,4174.17,4,0.0,224.63,311708.0,0.52,13:38:29,2020-11-11T12:38:29.973,0.22,5259.518,11093.32,16.34,train/camp_11nov_5_fc80_20x_722.png,0
3158,737,834.22,1546.83,0.71,26294.11,44458.26,18125.31,0.2752,1,1,771,216,0.37,0.51,0.86,1.96,164.24,0.94,2020-11-11,32.59,51.4,59.44,150.04,3.9,-80.0,0.0,0.32,0.76,0.0,0.26,79.79,20.48,campanian_11nov_5_fc80_20x_000010.tif,231,172,150,465,102.18,60.59,1,200.54,5.69,21.18,3292,27861.06,1,0.0,7888.7,1212693.0,0.48,13:38:34,2020-11-11T12:38:34.472,0.37,18125.31,71110.86,43.34,train/camp_11nov_5_fc80_20x_737.png,0
3166,745,510.47,608.69,0.74,2028.26,38149.09,8676.11,0.2752,1,1,693,820,0.25,0.07,0.4,14.62,137.26,0.48,2020-11-11,25.49,42.82,52.54,151.4,43.91,-5.0,90.0,2.68,0.27,0.0,0.02,170.75,3.89,campanian_11nov_5_fc80_20x_000010.tif,140,183,650,465,101.01,46.43,1,349.28,3.35,34.8,3322,0.0,25,0.0,1477.09,748579.0,0.59,13:38:35,2020-11-11T12:38:35.838,0.4,8676.109,41105.99,35.91,train/camp_11nov_5_fc80_20x_745.png,0
3169,748,343.17,345.32,0.29,976.6,5533.31,4782.21,0.2752,1,1,600,745,0.0,0.08,0.33,12.61,111.7,0.6,2020-11-11,20.9,34.69,50.83,151.54,37.58,-35.0,45.0,1.53,0.4,0.0,0.03,120.64,3.21,campanian_11nov_5_fc80_20x_000010.tif,136,161,941,465,81.86,47.76,1,247.7,2.27,31.56,3325,0.0,10,0.0,584.86,416193.0,0.55,13:38:35,2020-11-11T12:38:35.976,0.4,4782.206,21856.23,15.38,train/camp_11nov_5_fc80_20x_748.png,0
3183,762,551.97,624.64,0.37,6658.23,7975.32,9755.22,0.2752,1,1,573,408,0.0,0.47,0.59,2.11,119.5,0.92,2020-11-11,26.51,37.17,63.09,155.99,4.39,-40.0,50.0,0.08,0.93,0.0,0.23,54.66,12.45,campanian_11nov_5_fc80_20x_000010.tif,151,159,367,698,72.33,50.73,1,134.22,1.81,28.66,3423,7128.67,3,0.0,1248.86,577585.0,0.6,13:38:40,2020-11-11T12:38:40.427,0.29,9755.224,26889.9,19.67,train/camp_11nov_5_fc80_20x_762.png,0
3185,764,84.77,84.77,0.34,189.55,1939.95,587.09,0.2752,1,1,572,914,0.0,0.14,0.2,7.19,72.83,0.45,2020-11-11,10.39,22.32,65.37,155.99,20.55,0.0,90.0,0.52,0.66,0.0,0.05,46.72,2.27,campanian_11nov_5_fc80_20x_000010.tif,46,126,600,698,96.85,30.68,1,97.98,1.34,30.92,3423,0.0,6,0.0,661.14,135780.0,0.45,13:38:40,2020-11-11T12:38:40.427,0.53,587.0873,5825.696,10.04,train/camp_11nov_5_fc80_20x_764.png,0
3190,769,889.78,1902.24,0.68,30697.73,55001.69,19965.78,0.2752,1,1,1113,503,0.27,0.42,0.89,2.36,175.68,0.96,2020-11-11,33.66,55.04,43.81,156.81,5.23,-55.0,0.0,0.56,0.64,0.0,0.19,102.26,19.55,campanian_11nov_5_fc80_20x_000010.tif,238,167,910,698,86.89,65.43,1,243.61,3.68,28.89,3441,0.0,16,0.0,17367.03,1097388.0,0.54,13:38:41,2020-11-11T12:38:41.247,0.39,19965.78,87314.89,43.34,train/camp_11nov_5_fc80_20x_769.png,0
3194,773,1035.41,1203.48,0.49,20393.2,22928.54,25063.0,0.2752,1,1,570,335,0.22,0.58,0.76,1.73,150.0,0.95,2020-11-11,36.31,46.87,68.29,158.08,3.12,-80.0,20.0,0.0,1.01,0.0,0.32,63.18,20.27,campanian_11nov_5_fc80_20x_000011.tif,242,134,0,0,77.75,63.74,1,166.91,3.02,25.89,3469,30432.75,2,0.0,245.24,1136683.0,0.7,13:38:42,2020-11-11T12:38:42.523,0.23,25063.0,53916.54,29.16,train/camp_11nov_5_fc80_20x_773.png,0
3197,776,150.18,212.84,0.59,2090.04,1879.1,1384.42,0.2752,1,1,586,224,0.43,0.69,0.84,1.46,61.44,0.99,2020-11-11,13.83,18.7,47.26,158.26,2.1,80.0,5.0,0.0,1.04,0.0,0.48,22.75,10.81,campanian_11nov_5_fc80_20x_000011.tif,100,65,233,0,85.65,23.73,1,67.13,1.86,19.39,3473,0.0,1,0.0,7360.05,201625.0,0.66,13:38:42,2020-11-11T12:38:42.704,0.26,1384.419,3424.392,13.34,train/camp_11nov_5_fc80_20x_776.png,0
3200,779,386.93,791.05,0.64,11014.09,14565.53,5725.48,0.2752,1,1,1061,300,0.45,0.57,0.85,1.75,117.39,0.91,2020-11-11,22.2,36.5,78.9,160.4,3.17,-50.0,45.0,0.17,0.86,0.0,0.32,52.01,16.42,campanian_11nov_5_fc80_20x_000011.tif,154,137,379,0,95.25,44.49,1,136.85,2.97,19.74,3520,8726.99,2,0.0,3434.52,542471.0,0.64,13:38:44,2020-11-11T12:38:44.840,0.39,5725.478,25460.36,27.64,train/camp_11nov_5_fc80_20x_779.png,0
3203,782,379.11,431.61,0.5,1194.51,14622.31,5552.86,0.2752,1,1,583,525,0.0,0.06,0.39,15.71,116.76,0.55,2020-11-11,21.97,36.3,67.3,160.99,47.34,-30.0,55.0,2.21,0.31,0.0,0.02,150.49,3.18,campanian_11nov_5_fc80_20x_000011.tif,136,165,587,0,102.12,46.82,1,307.34,3.74,25.1,3533,0.0,25,0.0,4827.05,570442.0,0.48,13:38:45,2020-11-11T12:38:45.426,0.39,5552.858,25038.32,24.58,train/camp_11nov_5_fc80_20x_782.png,0
3205,784,391.09,913.09,0.56,12788.28,17243.96,5818.08,0.2752,1,1,859,715,0.3,0.54,0.8,1.86,127.34,0.92,2020-11-11,22.31,39.66,94.06,161.26,3.56,60.0,-20.0,0.24,0.8,0.0,0.28,59.06,16.6,campanian_11nov_5_fc80_20x_000011.tif,177,145,807,0,94.36,47.45,1,151.32,3.57,22.87,3539,4886.06,3,0.0,7061.12,542835.0,0.5,13:38:45,2020-11-11T12:38:45.699,0.44,5818.084,32667.66,29.49,train/camp_11nov_5_fc80_20x_784.png,0
3206,785,596.8,980.14,0.5,12908.54,16430.31,10967.4,0.2752,1,1,550,751,0.23,0.48,0.78,2.08,131.16,0.94,2020-11-11,27.57,40.88,52.26,161.31,4.29,75.0,-15.0,0.27,0.79,0.0,0.23,67.09,15.65,campanian_11nov_5_fc80_20x_000011.tif,199,115,954,0,106.34,52.81,1,165.48,3.92,31.12,3540,0.0,44,0.0,6351.98,914936.0,0.71,13:38:45,2020-11-11T12:38:45.745,0.33,10967.4,35763.12,25.99,train/camp_11nov_5_fc80_20x_785.png,0
3217,796,150.25,151.98,0.41,250.63,10338.5,1385.38,0.2752,1,1,122,484,0.0,0.05,0.15,18.95,104.88,0.31,2020-11-11,13.83,32.52,33.73,164.72,57.51,45.0,-45.0,1.4,0.42,0.0,0.02,101.81,1.77,campanian_11nov_5_fc80_20x_000011.tif,139,129,251,244,106.58,42.43,1,207.17,2.02,26.56,3615,0.0,30,0.0,976.09,250996.0,0.32,13:38:49,2020-11-11T12:38:49.154,0.57,1385.381,18007.53,18.69,train/camp_11nov_5_fc80_20x_796.png,0
3224,803,354.11,439.31,0.5,2559.28,5994.7,5012.79,0.2752,1,1,649,889,0.0,0.24,0.69,4.12,96.24,0.85,2020-11-11,21.23,29.77,46.12,164.94,10.85,-10.0,90.0,1.0,0.5,0.0,0.09,72.64,6.7,campanian_11nov_5_fc80_20x_000011.tif,71,144,709,244,95.28,36.32,1,158.68,2.56,33.71,3620,0.0,11,0.0,2517.6,499003.0,0.23,13:38:49,2020-11-11T12:38:49.385,0.29,5012.786,13814.95,16.92,train/camp_11nov_5_fc80_20x_803.png,0
3234,813,300.42,1126.36,0.61,18330.34,24090.11,3917.07,0.2752,1,1,812,538,0.34,0.57,0.84,1.75,138.53,0.93,2020-11-11,19.56,43.22,64.29,168.26,3.18,-55.0,45.0,0.13,0.88,0.0,0.31,61.83,19.43,campanian_11nov_5_fc80_20x_000011.tif,183,157,144,385,97.69,54.66,1,162.51,2.24,24.57,3693,8031.48,5,0.0,3720.02,438158.0,0.63,13:38:52,2020-11-11T12:38:52.700,0.55,3917.066,42282.32,32.9,train/camp_11nov_5_fc80_20x_813.png,0
3244,823,661.3,661.3,0.4,7726.99,8741.45,12792.74,0.2752,1,1,674,291,0.06,0.52,0.65,1.94,116.77,0.97,2020-11-11,29.02,36.3,67.51,170.12,3.84,-85.0,10.0,0.08,0.93,0.0,0.26,52.54,13.68,campanian_11nov_5_fc80_20x_000011.tif,190,97,820,385,69.01,48.61,1,132.45,1.13,20.19,3734,7096.37,1,0.0,2760.65,655074.0,0.5,13:38:54,2020-11-11T12:38:54.562,0.2,12792.74,25046.93,19.78,train/camp_11nov_5_fc80_20x_823.png,0
3269,848,117.74,119.39,0.7,336.05,1923.66,961.04,0.2752,1,1,641,528,0.0,0.17,0.55,5.91,60.34,0.62,2020-11-11,12.24,18.35,33.22,176.53,16.51,-65.0,-20.0,1.28,0.44,0.0,0.06,48.85,2.96,campanian_11nov_5_fc80_20x_000011.tif,87,72,771,577,109.64,21.46,1,103.63,1.8,24.26,3875,0.0,10,0.0,775.63,206671.0,0.26,13:39:00,2020-11-11T12:39:00.973,0.33,961.0412,3236.173,15.31,train/camp_11nov_5_fc80_20x_848.png,0
3277,856,578.1,618.4,0.47,7292.38,8362.75,10456.17,0.2752,1,1,596,406,0.2,0.54,0.73,1.86,108.51,0.91,2020-11-11,27.13,33.67,45.07,178.95,3.55,55.0,-20.0,0.13,0.89,0.0,0.28,48.95,13.77,campanian_11nov_5_fc80_20x_000011.tif,150,118,1102,577,87.76,43.43,1,125.45,2.03,22.79,3928,0.0,11,0.0,1073.35,732411.0,0.71,13:39:03,2020-11-11T12:39:03.380,0.19,10456.17,19991.43,20.3,train/camp_11nov_5_fc80_20x_856.png,0
3281,860,231.39,287.61,0.47,1790.32,2773.24,2647.73,0.2752,1,1,651,879,0.12,0.36,0.71,2.81,79.83,0.89,2020-11-11,17.16,24.55,60.11,179.4,6.67,30.0,-60.0,0.44,0.69,0.0,0.15,46.63,6.99,campanian_11nov_5_fc80_20x_000011.tif,81,118,83,729,85.49,32.32,1,107.25,2.39,26.09,3938,0.0,7,0.0,155.08,300231.0,0.44,13:39:03,2020-11-11T12:39:03.835,0.3,2647.734,7747.027,15.96,train/camp_11nov_5_fc80_20x_860.png,0
